Merchant Name,Category Name,% Rate,Flat Rate
Overcome,CBD,10.0,0.0
Overland Solar,Consumer Electronics,10.0,0.0
Overmont,Outdoor Recreation,10.0,0.0
Overstock Ink,Ink,16.0,0.0
Overton's,Boating & Water Sports,6.0,0.0
Overtone,Health & Beauty,5.0,0.0
Ovsonet LTD,Sex Toys,5.0,0.0
Ownkoti,Household,6.0,0.0
Oxbow,Outdoor Recreation,10.0,0.0
Oxford Biolabs,Health & Beauty,25.0,0.0
Oxiline,Medical,15.0,0.0
Oxygen Clothing,Clothing & Apparel,7.5,0.0
Ozark Armament,Weapons,20.0,0.0
Ozobot,Education,10.0,0.0
P.C. Richard & Son,Department Stores,4.0,0.0
P.E Nation,Clothing & Apparel,5.6,0.0
P.J. Salvage,Clothing & Apparel,6.0,0.0
P1 Travel,Event Tickets,3.0,0.0
PA Botanicals,CBD,1.0,0.0
PAINTLAB,Beauty & Cosmetics,12.5,0.0
PAKA Apparel,Clothing & Apparel,8.0,0.0
PARFAIT LINGERIE,Clothing & Apparel,12.0,0.0
PARKIT,Outdoor Recreation,8.0,0.0
PAX,CBD,15.0,0.0
PB5star,Accessories,10.0,0.0
PBPRO,Sporting Goods,15.0,0.0
PBR Shop (US),Golf,1.0,0.0
PC Matic,Software,5.0,0.0
PCA Skin,Health & Beauty,3.0,0.0
PDF Reader Pro,Software,20.0,0.0
PEACHMIND,Jewelry,22.0,0.0
PEARL iZUMi,Cycling,9.6,0.0
PEDAL Electric,Cycling,6.4,0.0
PEJE,Smart Watches,20.0,0.0
PF Flyers,Clothing & Apparel,3.0,0.0
PH5,Clothing & Apparel,10.0,0.0
PHILIP B.,Beauty & Spas,10.0,0.0
PHOOZY,Telephony,15.0,0.0
PI Nutrition,Diet & Fitness,7.0,0.0
PIKOLINOS,Shoes,12.0,0.0
PILLOWPIA,Household,10.0,0.0
PINTRILL,Accessories,10.0,0.0
PK Grills,Kitchen & Dining,3.2,0.0
PLAE.co,Shoes,4.8,0.0
PLAINANDSIMPLE,Clothing & Apparel,6.0,0.0
PLAZAN Cosmetics,Beauty & Cosmetics,12.0,0.0
PLR Products,B2B,50.0,0.0
PMD Beauty,Personal Care,10.0,0.0
PNW Components,Cycling,7.2,0.0
POCOCO,Consumer Services,15.0,0.0
POWR,B2B,24.0,80.0
PQ Swim,Clothing & Apparel,8.0,0.0
PREMIUM BANDAI,Collectibles,6.0,0.0
PRINTERVAL,Gifts,10.0,0.0
PRIVATES,Beauty & Cosmetics,10.0,0.0
PROSSIONI® (US),Hotel,10.0,0.0
PROVEN Skincare,Beauty & Cosmetics,3.0,0.0
PRUNGO,Health & Beauty,10.0,0.0
PSA Skincare,Health & Beauty,13.0,0.0
PSD,Clothing & Apparel,7.0,0.0
"PSYNC LABS, INC",Camera & Optic Accessories,20.0,0.0
PTAHDUS Gear,Clothing & Apparel,10.0,0.0
PUCKIPUPPY,Cycling,8.0,0.0
Pacha Soap,Personal Care,10.0,0.0
Pacific Coast Feather Company,Bed & Bath,6.0,0.0
Pacinos Signature Line,Personal Care,15.0,0.0
"Packaging Material Direct, In",B2B,3.0,0.0
PadSplit,Consumer Services,0.0,100.0
Paddle Smash,Outdoor Play Equipment,10.0,0.0
Paddywax,Household,2.0,0.0
Paessler,Software,0.0,160.0
Pagely Partner Program,Consumer Services,20.0,0.0
PainFreeGear,Personal Care,20.0,0.0
Paingone Plus,Health & Wellness,0.0,22.5
Paint With Diamonds,Arts & Crafts,12.0,0.0
Palace Resorts,Hotel,8.0,0.0
Palazzo Versace,Hotel,9.0,0.0
Paleo On The Go,Food & Gourmet,10.0,0.0
Pali Wine Co.,Wine,10.0,0.0
Palm Angels,Clothing & Apparel,5.6,0.0
Palm Beach Perfumes,Fragrance & Cologne,12.0,3.0
Palm Pine Skincare,Personal Care,10.0,0.0
Paloqueth,Erotic,10.0,0.0
Pampered Chef,Kitchen & Dining,4.0,0.0
Panda Office,Software,50.0,0.0
Panda Remit,Financial,0.0,20.0
Panda Security,Software,35.0,8.0
Pando Moto,Clothing & Apparel,3.0,0.0
Pangaia,Clothing & Apparel,12.0,0.0
Panther Vision,Consumer Electronics,12.0,0.0
Paper Cosmetics,Personal Care,25.0,0.0
Paper House Productions,Hobbies & Creative Arts,15.0,0.0
Papique,Fragrance & Cologne,10.0,0.0
Pappy & Company,Gifts,10.0,0.0
ParSkins,Golf,10.0,0.0
Paradis Sport,Clothing & Apparel,10.0,0.0
Paragon Group USA,Outdoor Living,6.0,0.0
Paragon Software Group,Software,8.0,0.0
Paragon Sports,Athletics,8.0,0.0
Parallel Sleep,Bed & Bath,10.0,0.0
Parallels,Software,15.0,0.0
Paramo Clothing,Clothing & Apparel,12.0,0.0
Parasol Co,Babies & Kids,15.0,0.0
Parcel ABC,Consumer Services,16.0,0.0
Parcil Safety,Hardware,15.0,0.0
Parks Project,Home Decor,2.0,0.0
Paromi Tea,Beverages,20.0,0.0
Particula,Toys & Games,15.0,0.0
Partnered Process,CBD,25.0,0.0
Partou Soleil,Accessories,0.0,50.0
Parts Express,Audio,6.0,0.0
Party Expert,Party Supplies,6.0,0.0
Party Foul,Supplies,20.0,0.0
PartyLite,Home Decor,10.0,0.0
Passware,Software,40.0,0.0
Pastel,Clothing & Apparel,16.0,0.0
Pasturebird,Box Subscriptions,10.0,0.0
PatBO,Clothing & Apparel,5.0,0.0
Paternity Lab,Health Care,30.0,0.0
Path Social,Advertising & Marketing,0.0,10.0
Patient Aid,Medical,25.0,0.0
Patio Heat and Shade,Outdoor Living,5.0,0.0
Patrick Ta Beauty,Beauty & Cosmetics,8.0,0.0
Patriot Health,Personal Care,20.0,0.0
Pattern Beauty,Health & Beauty,8.0,0.0
Paul Fredrick,Men,2.0,0.0
Paul Stuart,Clothing & Apparel,4.0,0.0
Paula's Choice,Health & Beauty,7.0,0.0
Paume,Health & Beauty,1.0,0.0
Pavilions,Online Grocery,3.0,5.0
Paw CBD,CBD,20.0,0.0
Pawious Inc,Animals & Pet Supplies,12.0,0.0
Pawrade,Animals & Pet Supplies,2.5,0.0
Paychex,B2B,0.0,400.0
PeaTos,Snacks,7.0,0.0
Peace House Studio,Clothing & Apparel,7.0,0.0
"Peacebird Fashion International Co.,Limited",Accessories,20.0,0.0
Peacelily,Bed & Bath,10.0,0.0
Peacesake,Home Decor,15.0,0.0
Peach & Lily,Health & Beauty,12.0,0.0
Peachy Airport Parking,Travel,5.0,0.0
Peacock Labs,CBD,15.0,0.0
Peak Design,Luggage & Bags,10.0,0.0
Peanut App,Babies & Kids,0.0,5.0
Peanut Butter & Co.,Food & Beverage,10.0,0.0
Pearl River Mart,Consumer Services,15.0,0.0
Pearson Education: InformIT,College,8.0,0.0
Pecron,Batteries,5.0,0.0
Pedestrian Project,Beauty & Cosmetics,10.0,0.0
Pedicure Bowls,Health & Beauty,12.0,0.0
Peeps by Carbon Klean,Sunglasses,0.0,14.0
Pelle Moda,Shoes,10.0,0.0
Peltier Photo Courses,Education,30.0,0.0
Peluva,Education,12.0,0.0
Penchant,Erotic,10.0,0.0
Penelope Chilvers,Shoes,5.0,0.0
Penhaligon's,Gifts,12.0,0.0
Penningtons,Plus,1.0,0.0
Penny + Grace,Jewelry,0.0,5.0
Penske,Car Rental,3.0,0.0
PeopleFinders,Consumer Services,40.0,10.0
Perani's Hockey World,Hockey & Figure Skating,5.0,0.0
Percival Menswear,Clothing & Apparel,8.0,0.0
Perfect Moment,Clothing & Apparel,12.0,0.0
PerfectLensWorld,Contacts & Glasses,12.0,0.0
Perfumania.com,Fragrance & Cologne,6.0,0.0
Perfume.com,Fragrance & Cologne,1.0,0.0
Pergolux,Yard & Garden,3.0,23.0
Peripage,Office,20.0,0.0
Perpay,Financial,15.0,0.0
Perry Gargano,Jewelry,5.0,0.0
Persol,Contacts & Glasses,7.0,0.0
Personal Comfort,Household,5.0,0.0
PersonalHour,Sporting Goods,5.0,0.0
PersonalizationMall,Personalized gifts,8.0,0.0
Personalized Planet,Personalized gifts,10.0,0.0
Pet Memory Shop,Animals & Pet Supplies,12.0,0.0
Pet Parade - Pet Photo Contest,Animals & Pet Supplies,30.0,0.2
Pet Supermarket,Animals & Pet Supplies,3.0,0.0
Pet Support Systems,Animals & Pet Supplies,20.0,0.0
Pet Wellbeing Inc.,Animals & Pet Supplies,8.0,0.0
PetFlow.com,Animals & Pet Supplies,9.0,0.0
PetSafe,Animals & Pet Supplies,8.0,0.0
Petcube,Cameras,10.0,0.0
Pete's Real Food,Food & Beverage,7.0,0.0
Peter Glenn,Skiing & Snowboarding,9.0,0.0
Peterson's,Online Courses,0.0,15.0
Petite 'n Pretty,Beauty & Cosmetics,5.0,0.0
Petkit,Animals & Pet Supplies,10.0,0.0
PetnPurr,Animals & Pet Supplies,7.0,0.0
Petspemf,Animals & Pet Supplies,4.0,0.0
Peugeot Saveurs,Condiments & Sauces,6.0,0.0
Pgprint.com,Advertising & Marketing,15.0,0.0
Phantom Pickleball,Sporting Goods,8.0,0.0
Phase Eight,Women,12.8,0.0
Philips,Consumer Electronics,8.0,10.0
Philips Hue,Lighting,80.0,3.96
Philo,Media,0.0,20.0
Philodo Bike,Outdoor Recreation,10.0,0.0
Phone Loops,Consumer Services,15.0,0.0
Phone Monitor,Monitors,15.0,0.0
Phone.com,Telephony,0.0,25.0
PhotoCanvasLand.com,Photo & Canvas Services,10.0,0.0
PhotoPacks.AI,Consumer Services,5.0,0.0
Photobook,Photo Gifts,7.0,0.0
Photobook Press,Photo Gifts,10.0,0.0
Photoboxer,Underwear & Socks,5.0,0.0
Photobucket,Photo & Canvas Services,25.0,0.0
Physicians Formula,Beauty & Cosmetics,6.0,0.0
Picasso Tiles,Toys & Games,10.0,0.0
Picnic Time,Outdoor Living,4.0,0.0
Picture Frames,Household,5.6,0.0
PicturesOnGold.com,Jewelry,5.0,0.0
Piedmontese,Meats & Seafood,18.0,0.0
Pietro Brunelli,Womens,12.0,0.0
Pigment,Education,30.0,0.0
Pillar Sleep,Bed & Bath,20.0,0.0
PillsToGainweight.com,Vitamins & Supplements,25.0,0.0
Pimsleur,Online Courses,15.0,5.0
PineTales,Bed & Bath,20.0,0.0
Pineapples Palms Too,Household,15.0,0.0
Pineville Music,Musical Instruments & Accessories,7.0,0.0
Pingroupie,Consumer Services,35.0,0.0
Pininfarina Hybrid Watches,Watches,10.0,0.0
Pink Lily,Clothing & Apparel,6.0,0.0
Pink Vanilla,Women,1.6,0.0
Pinko,Clothing & Apparel,6.0,0.0
Pinnacle Studio,Software,10.0,0.0
Pins & Aces,Golf,10.0,0.0
Pioneer Mini Split Systems,Appliances,2.5,0.0
Pique Life,Vitamins & Supplements,20.0,0.0
Pirani Life,Kitchen & Dining,10.0,0.0
Pistola Denim,Women,3.0,0.0
Pistons 313 Shop,Clothing & Apparel,1.0,0.0
Pit Boss Grills,Outdoor Living,6.0,0.0
Pit Command,Outdoor Living,5.0,0.0
Pittsburgh Spray Equipment,Hardware,9.0,0.0
Pivotal Health Products,Vitamins & Supplements,20.0,0.0
Pixellot You,Media,0.0,160.0
Pixie Market,Clothing & Apparel,8.0,0.0
Pixio,Consumer Electronics,3.0,0.0
PizzaPartyShop,Restaurants,12.0,0.0
Pizzello,Outdoor Living,5.0,0.0
Plai,B2B,40.0,0.0
Plaid,Hobbies & Creative Arts,0.5,0.0
Planet Beauty Inc,Health & Beauty,5.0,0.0
Planetary Design,Kitchen & Dining,4.0,0.0
Planetbox,Kitchen & Dining,6.0,0.0
Planigent Business Plans,B2B,40.0,0.0
Plannin.com Inc,Vacation Packages,5.0,0.0
Plant Based Candles,Home Decor,10.0,0.0
Plant In The Box US,Flowers,12.0,0.0
Plant Paper,Household,8.0,0.0
PlantX,Online Grocery,10.0,0.0
Platterful,Food & Gourmet,3.0,0.0
Playfulsextoy,Sex Toys,20.0,0.0
Playground Sessions,Musical Instruments & Accessories,20.0,0.0
Plift,CBD,10.0,0.0
Plum Diamonds,Jewelry,4.0,0.0
Plum Paper,Office,7.0,0.0
Plumbing Sell,Hardware,7.0,0.0
PlushBeds,Bed & Bath,15.0,0.0
Plushible.com,Clothing & Apparel,8.0,0.0
Pluto Brand Inc.,Bed & Bath,7.0,0.0
Pluxy,Beauty & Cosmetics,0.0,37.5
Po Campo,Luggage & Bags,8.0,0.0
Podium Coffee Club,Food & Gourmet,15.0,10.0
Poetic Justice,Clothing & Apparel,9.0,0.0
Pogo Bounce House,Toys & Games,5.0,0.0
Points.com,Hotel,10.0,0.0
Polar Bear Coolers,Storage and Organization,5.0,0.0
Polaroid,Camera & Optics,6.0,0.0
Polite Society Beauty,Beauty & Cosmetics,10.0,0.0
Polk Audio,Consumer Electronics,5.0,0.0
Polkadoodles Ltd,Arts & Crafts,10.0,0.0
Polynesian Cultural Center,Arts & Entertainment,5.0,0.0
Polysleep,Bed & Bath,5.0,0.0
Pomoly,Camping & Hiking,1.0,0.0
Pooky,Lighting,2.0,0.0
Pool Parts To Go,Pool & Spa,3.0,0.0
Pop Market,Toys,4.0,0.0
PopSockets,Electronics Accessories,12.0,0.0
Popl,B2B,20.0,0.0
Poplin,Bed & Bath,14.4,15.0
Poppy Sports,Women,9.0,0.0
Popsa,Photo Gifts,8.0,0.0
Popsicle Beauty Club,Beauty & Cosmetics,10.0,0.0
Popski London,Clothing & Apparel,20.0,0.0
Popstar,Erotic,12.0,0.0
Populac,Consumer Services,0.0,8.33
Porland,Kitchen & Dining,20.0,0.0
Portals Parfums,Fragrance & Cologne,15.0,0.0
Porte + Hall,Rugs & Flooring,2.0,0.0
Portions Master,Vitamins & Supplements,15.0,0.0
Portland Salt Co.,Condiments & Sauces,12.0,0.0
Portmeirion,Kitchen & Dining,5.0,0.0
PortraitFlip,Consumer Services,12.0,0.0
Post & Porch,Yard & Garden,0.0,30.0
PosterBooking,Consumer Services,40.0,0.0
Postpartum Panty Party,Underwear & Socks,14.0,0.0
PotatoVPN,Internet Services,24.0,0.0
Potensic,Drones,2.0,0.0
Potluck,Food & Beverage,10.0,0.0
Potro Inc.,Men,15.0,0.0
Pottery With A Purpose,Arts & Crafts,10.0,0.0
PoundFun,Toys & Games,8.0,0.0
Poupette St Barth,Clothing & Apparel,7.0,0.0
Power Life,Vitamins & Supplements,8.0,0.0
Power Systems,Sporting Goods,10.0,0.0
Power WearHouse,Diet & Fitness,15.0,0.0
PowerMarket,Green Living (Eco-Friendly),100.0,175.0
PowerUrus,Batteries,7.0,0.0
Praknex Solutions private limited - Winmetry,Software,70.0,0.0
Predator Armor,Weapons,10.0,0.0
Premama,Babies & Kids,6.0,0.0
Premier Tefl,Education,25.0,0.0
Premium Brand Goods,Department Stores,10.0,0.0
PremoGuard,Supplies,20.0,0.0
Prep Kitchen,Food & Gourmet,4.0,0.0
PrepScholar,Education,4.0,0.0
Presenter Media,Consumer Services,20.0,0.0
Presetpro,Software,30.0,0.0
Press Hook,Advertising & Marketing,10.0,0.0
Prestigia Europe,Hotel,5.0,0.0
Pretty Green,Clothing & Apparel,5.0,0.0
Pretty Litter,Animals & Pet Supplies,5.0,0.0
Prezzee,Gift Certificates,2.0,0.0
Prilla,Tobacco,10.0,0.0
Prima Pave,Wine,8.0,0.0
Primabiotic Co.,Vitamins & Supplements,15.0,0.0
Primal Life Organics,Personal Care,16.0,0.0
Primally Pure,Health & Beauty,10.0,0.0
Primate,Exercise & Fitness,20.0,0.0
Primavera Avocados,Vitamins & Nutrition,10.0,0.0
Prime Layers,Health Care,7.5,0.0
Prime Party,Party Supplies,8.0,0.0
Prime Prometics,Health & Beauty,5.0,0.0
PrimoLearn (US),Health & Wellness,30.0,0.0
Primos,Outdoor Recreation,6.0,0.0
Princess Lifestyle,Vitamins & Supplements,10.0,0.0
Princeton Tec,Outdoor Recreation,10.0,0.0
Printicular (US),Photo Gifts,0.0,3.0
Printique,Photo & Canvas Services,1.0,0.0
Printworks,Photo Gifts,10.0,0.0
Priority Bicycles,Cycling,1.0,0.0
Prism Boutique,Accessories,10.0,0.0
Prism Lens FX,Lighting,24.0,0.0
PrivacyHawk,Software,0.0,35.0
Private MD Labs,Health Care,10.0,0.0
PrivateVPN,Software,75.0,0.0
Pro Compression,Clothing & Apparel,2.0,0.0
Pro Ears,Audio,8.0,0.0
Pro2A Tactical,Hunting & Shooting,5.0,0.0
ProAnabolics,Vitamins & Supplements,35.0,0.0
ProForm,Exercise & Fitness,4.0,0.0
ProHealth,Vitamins & Supplements,2.0,0.0
ProLon,Diet & Fitness,20.0,0.0
ProShotCase,Outdoor Recreation,10.0,0.0
ProWritingAid,Software,0.0,20.0
Proactiv,Health & Beauty,14.0,0.0
Probelle,Health & Beauty,20.0,0.0
Probulin,CBD,25.0,0.0
Procana,CBD,10.0,0.0
Procolored,"Print, Copy, Scan & Fax",3.0,0.0
Prodigy,Education,25.0,0.0
Producer Loops,Music,8.0,0.0
Proenza Schouler LLC,Clothing & Apparel,0.8,0.0
Proflowers,Flowers,8.0,0.0
Progurt,Vitamins & Nutrition,15.0,0.0
Project Noo You,Vitamins & Supplements,30.0,1.0
Projects Abroad,Consumer Services,0.0,100.0
Promeed,Bed & Bath,10.0,0.0
Promise by Effy,Jewelry,4.0,0.0
Promo by Cody McConnell,Consumer Services,5.0,0.0
Promova,Online Courses,40.0,0.0
Pronounce,Online Courses,20.0,0.0
Proof Eyewear,Sunglasses,10.0,0.0
Proof No More,Food & Beverage,8.0,0.0
Proov,Health & Beauty,10.0,0.0
Prop Money Inc.,B2B,7.0,0.0
ProperHotel.com,Hotel,2.0,0.0
Propre Baby,Babies & Kids,5.0,0.0
Propét Footwear,Shoes,11.0,0.0
Pros Marketplace,Consumer Services,30.0,0.0
Prose,Health & Beauty,4.0,0.0
ProtectAgainst,Work Safety,2.0,0.0
Proteus Snowboards,Sporting Goods,5.0,0.0
Protocol,Personal Care,20.0,0.0
Proton,Software,40.0,0.0
Proud Patriots,Collectibles,0.0,15.0
Psychedelic Water,Beverages,15.0,0.0
Psycho Bunny,Clothing & Apparel,5.0,0.0
Psylos1,Clothing & Apparel,10.0,0.0
Public Bikes,Cycling,8.0,0.0
Public Desire,Shoes,6.0,0.0
Public Goods,Household,10.0,0.0
PublicData.com,Consumer Services,75.0,0.0
Puff Herbals,Cigars,10.0,0.0
Puff It Up,Tobacco,25.0,0.0
Puffingmaster,e-Cigarettes & Vaporizers,20.0,0.0
Pulsetto,Consumer Electronics,20.0,0.0
Puma Golf and Cobra Golf,Golf,6.0,0.0
Punk Design,Clothing & Apparel,3.0,0.0
Pupper,Dog Supplies,25.0,0.0
Pure & Cimple,Beauty & Cosmetics,10.0,0.0
Pure Beauty,CBD,7.0,0.0
Pure Daily Care,Health & Beauty,1.5,0.0
Pure Fishing,Sporting Goods,5.0,0.0
Pure Hemp Botanicals,CBD,45.0,0.0
Pure Hemp CBD,CBD,32.0,0.0
Pure Micronutrients,Vitamins & Supplements,10.0,0.0
Pure N Natural Systems,Household,10.0,0.0
Pure Origin Coffee,Shopping,15.0,0.0
Pure Scentum,Beauty & Cosmetics,10.0,0.0
PureSleep,Health & Beauty,20.0,0.0
PureTree,Bed & Bath,8.0,0.0
Puredown.Inc,Bed & Bath,8.0,0.0
Purely CBD LLC,CBD,45.0,0.0
Purely Inspired Supplements,Vitamins & Supplements,15.0,0.0
PurelyB Inc,Vitamins & Nutrition,20.0,0.0
Purist (US),Personal Care,5.0,0.0
Purlisse,Health & Beauty,11.2,0.0
Puro Sound,Audio,10.0,0.0
PuroAir,Appliances,10.0,0.0
Purple Brand,Clothing & Apparel,6.0,0.0
Purple Leaf,Outdoor Living,8.0,0.0
Purple Mattress,Bed & Bath,2.0,0.0
Purpose Pet Food LLC,Animals & Pet Supplies,20.0,0.0
Pursuit,Outdoor Recreation,8.0,0.0
Putterball Game,Golf,5.0,0.0
Puzzle Ready,Puzzles,10.0,0.0
Puzzle.io,Advertising & Marketing,0.0,200.0
Puzzles Print,Puzzles,10.0,0.0
Pvolve,Diet & Fitness,4.0,0.0
Pyramid Golf,Golf,10.0,0.0
Pyramyd Air,Hobbies & Creative Arts,5.0,0.0
Q for Quinn,Clothing & Apparel,20.0,0.0
Q30 Innovations,Sporting Goods,5.0,0.0
QALO,Jewelry,6.0,0.0
QE Home,Bed & Bath,3.0,0.0
QRD Game,Video Game Consoles & Games,10.0,0.0
QUICKPLAY,Sporting Goods,5.0,0.0
QVC,Department Stores,2.0,0.0
Qathu - K-Beauty Store,Health & Beauty,10.0,0.0
Qbedding Inc,Furniture,4.0,0.0
Qidi Tech,3D Printers,5.0,0.0
Qskinz,Electronics Accessories,6.0,0.0
Quadlayers,Web Hosting & Domains,20.0,0.0
Quality Accents,Yard & Garden,5.0,0.0
Quantum Nutrition Labs,Vitamins & Supplements,16.0,0.0
Quark Expeditions,Travel,3.0,0.0
Quark Software,Software,20.0,0.0
Quest Health,Diet & Fitness,15.0,0.0
Quick Fix Synthetic Urine,Consumer Services,25.0,0.0
QuickZip,Bed & Bath,7.0,0.0
Quicken,Software,44.8,0.0
Quicksilver Scientific,Health & Beauty,10.0,0.0
Quicktalk,Telephony,0.0,9.0
Quiet Mind,Bed & Bath,10.0,0.0
Quilling Card,Greeting Cards & Stationery,4.0,0.0
Quntis,Electronics Accessories,6.0,0.0
Qustodio,Consumer Services,20.0,5.0
Qynda Active Wear,Clothing & Apparel,7.0,0.0
R+Co,Beauty & Cosmetics,5.0,0.0
R.W. flame,Household,8.0,0.0
R13,Clothing & Apparel,5.0,0.0
RAAQUU,Home Decor,20.0,0.0
RABEANCO,Handbags & Wallets,20.0,0.0
RABOESY,Shoes,2.0,0.0
RAD,Accessories,5.6,3.8808
RADMOR,Golf,15.0,0.0
RAEN,Contacts & Glasses,8.0,0.0
RAHUA BEAUTY,Health & Beauty,6.0,0.0
RATIONALE,Personal Care,6.0,0.0
RE Botanicals,CBD,25.0,0.0
RE.STATEMENT,Women,10.0,0.0
REEMO INNOVATION LIMITED,Lawn & Garden,6.0,0.0
REKS,Sunglasses,3.0,0.0
REVER,Travel,0.0,5.0
REVITALVISION,Health Care,10.0,0.0
RFM Denim,Clothing & Apparel,10.0,0.0
RG,Jewelry,10.0,0.0
RIA Eyewear,Sunglasses,6.0,0.0
RICHART,Desserts,15.0,0.0
RICOEL,Consumer Services,10.0,0.0
RIPT Skin Systems,Personal Care,30.0,0.0
RITFIT,Exercise & Fitness,8.0,0.0
RMA Armament,Weapons,7.5,0.0
RMS Beauty,Beauty & Cosmetics,10.0,0.0
ROARI,Clothing & Apparel,15.0,0.0
ROCKSOLAR,Green Living (Eco-Friendly),6.0,0.0
ROKA,Contacts & Glasses,5.0,0.0
ROLI,Musical Instruments & Accessories,6.0,0.0
ROMP,Sex Toys,1.0,0.0
ROMYTISA,Handbags & Wallets,10.0,0.0
RORRY,Computers & Electronics,10.0,3.0
ROSS,Health & Beauty,10.0,0.0
RPNB Safe,Storage and Organization,5.0,0.0
RTIC Outdoors,Outdoor Living,5.0,0.0
RUX,Camping & Hiking,8.0,0.0
RVCA,Clothing & Apparel,8.0,0.0
RW&CO.,Clothing & Apparel,0.5,0.0
RX Safety,Health & Beauty,6.0,0.0
RYL,Beverages,10.0,0.0
RZ Industries,Clothing & Apparel,15.0,0.0
RaceMe,Motor Vehicle Electronics,5.0,0.0
Rachel Bloom Anti-Theft Bags,Luggage & Bags,20.0,0.0
Rachel Riley,Gifts,10.0,0.0
Rack To Door,Department Stores,20.0,0.0
Rad Power Bikes,Cycling,5.0,0.0
Radiant Imaging Labs,Camera & Optics,25.0,0.0
Radio Flyer,Baby Toys & Activity Equipment,3.0,0.0
RadioFence.com,Animals & Pet Supplies,4.0,0.0
RadioShack,Consumer Electronics,8.0,0.0
Radley & Co. Ltd.,Handbags & Wallets,8.0,0.0
Radlove,Furniture,7.0,0.0
Rado,Watches,8.0,0.0
Rael,Beauty & Cosmetics,5.0,0.0
Rafi Nova,Babies & Kids,10.0,0.0
Ragstock,Clothing & Apparel,10.0,0.0
Rainbow Light,Vitamins & Supplements,5.0,0.0
Rainbow Shops,Women,4.0,0.0
Rainforest Expeditions,Travel,6.0,0.0
Rainy Roses,Beauty & Cosmetics,10.0,0.0
RakAdx,Outdoor Recreation,5.0,0.0
Rakuten,B2B,15.0,0.0
Ram Golf,Sporting Goods,10.0,0.0
Ranavat,Health & Beauty,5.0,0.0
Randalls,Online Grocery,3.0,5.0
Randolph,Sunglasses,9.0,0.0
Rapid Radios,Telephony,10.0,0.0
Rapid Rafter,Tools,10.0,0.0
RapidPure,Camping & Hiking,0.8,0.0
Rapsodo,Sporting Goods,5.0,0.0
Rare Breed Health,Health & Beauty,15.0,0.0
Rare Carat,Jewelry,5.0,0.0
Raregen Hair Wig,Beauty & Cosmetics,20.0,0.0
Rastellis,Food & Gourmet,0.0,25.0
RationAle Brewing,Beverages,15.0,0.0
Rave Sports,Outdoor Recreation,5.0,0.0
Ravean,Clothing & Apparel,10.0,0.0
Ravpower - Taotronics - VAVA,,10.0,50.0
Raw Generation,Diet & Fitness,6.0,0.0
Raw Sugar,Personal Care,8.0,0.0
Rawlings,Sporting Goods,4.0,0.0
Rawpixel,Consumer Services,70.0,75.0
Ray-Ban,Sunglasses,9.0,0.0
Raymour & Flanigan,Furniture,3.0,0.0
Razab Inc,Kitchen & Dining,15.0,0.0
Re-Play,Babies & Kids,15.0,0.0
ReFiner Golf Company,Sporting Goods,12.0,0.0
ReStockIt.com,Office,5.0,0.0
ReThink Pet,Dog Supplies,15.0,0.0
React Powered by ChargeHub,Electronics Accessories,0.0,30.0
Readly,Books & Magazines,24.0,200.0
Ready Rocker®,Babies & Kids,5.0,0.0
ReadyRefresh,Beverages,9.0,0.0
Reagan Sanai,Personal Care,5.0,0.0
Real Botanicals,CBD,25.0,0.0
Real Dog Box,Dog Supplies,33.0,0.0
Real Madrid Shop,Clothing & Apparel,5.0,0.0
Real Science,Vitamins & Supplements,20.0,0.0
RealCozy,Furniture,5.0,0.0
Really Good Boxed Wine,Wine,15.0,0.0
Reason,Health & Wellness,10.0,0.0
Rebag,Clothing & Apparel,7.0,423.0
Rebecca Zung,Online Courses,10.0,0.0
Reboot,Accessories,15.0,0.0
Rebrandly,B2B,20.0,0.0
RecPak,Food & Gourmet,10.0,0.0
Recess Pickleball,Sporting Goods,20.0,0.0
Recover Innovations,Weapons,8.0,0.0
Recover-Keys,Software,60.0,0.0
Recycled Firefighter,Backpacks,10.0,0.0
Red Dress Boutique,Clothing & Apparel,5.0,0.0
Red Equipment,Clothing & Apparel,10.0,0.0
Red Planet Hotels,Hotel,6.0,0.0
Red Wings Shoes,Clothing & Apparel,6.0,0.0
RedBubble,Hobbies & Creative Arts,8.0,0.0
RedFin Polarized,Hats,10.0,0.0
Redfora,Health & Beauty,8.0,0.0
Redmagic,Consumer Electronics,2.4,0.0
Redragon,Consumer Electronics,5.0,0.0
Redwood Rings,Jewelry,15.0,0.0
Reed Smythe & Company,Home Decor,3.0,0.0
Reef Sandals,Clothing & Apparel,8.0,0.0
Reel Unlimited,Consumer Services,12.5,0.0
Refersion,Advertising & Marketing,15.0,0.0
Refine Kitchenware,Kitchen & Dining,15.0,0.0
Reform Botanicals,CBD,15.0,0.0
Register.com,Web Hosting & Domains,56.0,0.0
Registered Agents Inc,Advertising & Marketing,0.0,500.0
Reigning Champ,Sporting Goods,8.0,0.0
Relax The Back,Furniture,5.0,0.0
Relaxed Clarity,CBD,0.0,10.0
Relief Factor,Vitamins & Supplements,0.0,16.0
Relife,Exercise & Fitness,15.0,0.0
Relish+,Desserts,25.0,0.0
Remi Rhode,Jewelry,4.0,0.0
Remington,Weapons,1.5,0.0
Remodel Your Home,Household,0.0,120.0
Remote,B2B,10.0,0.0
Remote CoWorker,B2B,0.0,205.0
