Merchant Name,Category Name,% Rate,Flat Rate
Mitchell & Ness,Clothing & Apparel,5.0,0.0
Mitchell Defense,Weapons,3.2,0.0
Mitigately,Financial,0.0,100.0
Mitopdeal,Household,10.0,0.0
Mitra 9,Beverages,25.0,0.0
Mixhers,Womens,10.0,0.0
Mizuba Tea Co.,Food & Beverage,10.0,0.0
Mobapad Official,Video Game Consoles & Games,5.0,0.0
MobiSystems,Software,25.0,0.0
MobileSphere,B2B,30.0,0.0
MochaHost,Web Hosting & Domains,20.0,0.0
Mociun (US),Jewelry,8.0,0.0
Moda Operandi,Clothing & Apparel,4.0,0.0
ModaDiAndrea,Clothing & Apparel,12.0,0.0
ModaMia,Women,8.0,0.0
Modanisa,Clothing & Apparel,4.8,0.0
ModdedZone,Video Game Consoles & Games,3.0,0.0
Modern Bathroom,Bed & Bath,6.0,0.0
Modern Blaze,Household,3.0,0.0
Modern Nursery,Babies & Kids,10.0,0.0
Modern Sprout,Household,10.0,0.0
Modern Vanilla,Health & Beauty,20.0,0.0
Modloft,Furniture,1.0,0.0
Moerie Beauty,Health & Beauty,5.0,0.0
Moes,Home Security Systems,20.0,0.0
Mohu,Consumer Electronics,10.0,0.0
Moira Beauty,Beauty & Cosmetics,5.0,0.0
Mojawa,Consumer Electronics,7.0,0.0
Mojo Socks,Clothing & Apparel,6.4,0.0
Moksha,Jewelry,30.0,18.0
Mokwheel,Cycling,8.0,0.0
Molekule,Household,6.0,0.0
Molly Bracken,Clothing & Apparel,6.4,0.0
Mom's Meals,Online Grocery,0.0,10.0
Moment,Beverages,12.0,0.0
Momentous,Vitamins & Supplements,6.5,0.0
"Momentum Sales & Marketing Inc., DBA Eva-Dry",Consumer Services,4.0,0.0
Momentum Watch,Watches,12.0,0.0
Momentum98,Health & Beauty,12.0,0.0
Mommy Matters,Health & Beauty,10.0,0.0
Momondo,Travel,8.8,0.825
Mon Coeur,Baby & Kids,15.0,0.0
Monarch Money,Financial,0.0,50.0
Monarch Rope,Outdoor Recreation,5.0,0.0
Monastery,Health & Beauty,15.0,0.0
Monbento,Household,9.0,0.0
Mondaine,Watches,10.0,0.0
Mondly,Education,40.0,0.0
MoneyGram,Financial,0.0,15.0
Moneyspire,Financial,15.0,0.0
Monica Vinader,Jewelry,5.0,0.0
Monisha Melwani Fine Jewelry,Jewelry,8.0,0.0
Mono B,Clothing & Apparel,10.0,0.0
Monogram Mary,Personalized gifts,10.0,0.0
Monrow,Clothing & Apparel,12.0,0.0
Mons Peak IX,Outdoor Recreation,10.0,0.0
Mons Pura,Vitamins & Supplements,20.0,0.0
Montelle Intimates,Underwear & Socks,20.0,0.0
Monthly EDC,Box Subscriptions,7.0,0.0
MonthlyClubs.com™,Wine,14.5,0.0
Montway Auto Transport,Vehicle Safety & Security,0.0,35.0
Moo,Office,8.0,6.0
Moogco,Nursing & Feeding,5.0,0.0
Moon Beings,Personal Care,20.0,12.0
Moon Juice,Personal Care,4.0,0.0
Moon Oral Care,Health & Beauty,10.0,0.0
Moonkie,Babies & Kids,10.0,0.0
Moonpig,Personalized gifts,10.0,0.0
Moonshaft,Handbags & Wallets,5.0,0.0
Moose Labs,e-Cigarettes & Vaporizers,25.0,0.0
MorningBlues,Consumer Electronics,7.0,0.0
Morningstar Inc.,Software,56.0,8.0
Moroccanoil,Health & Beauty,10.0,0.0
MosaLingua,Media,20.0,0.0
Mosaic Foods,Box Subscriptions,15.0,0.0
Mosaic Weighted Blankets,Bed & Bath,10.0,0.0
Mosnovo,Electronics Accessories,20.0,0.0
Motel Margarita,Clothing & Apparel,10.0,0.0
Motherwell Products Inc,Motor Vehicle Electronics,10.0,0.0
Motif Beauty (Skincare),Beauty & Cosmetics,10.0,0.0
MotionGrey,Furniture,5.0,0.0
Motive,Software,0.0,800.0
MotoSport.com,Cycling,0.8,0.0
Motoin,Sporting Goods,6.0,0.0
Mountain House,Outdoor Recreation,10.0,0.0
Mountain Man Medical,Medical,8.0,0.0
Mountain Racing Products,Sporting Goods,5.0,0.0
Mous,Electronics Accessories,5.0,0.0
Movado Company Store,Watches,4.0,0.0
Move,Shoes,5.0,0.0
Mox Skincare,Personal Care,10.0,0.0
Moxie Cycling Company,Clothing & Apparel,10.0,0.0
Moz,B2B,25.0,350.0
Mozaico,Household,10.0,0.0
Mozello SIA,Web Hosting & Domains,30.0,0.0
Mr Bing,Food & Drink,15.0,0.0
Mr. Peanut's Pet Carriers,Animals & Pet Supplies,12.0,0.0
Mr. Tortilla,Food & Beverage,10.0,0.0
Mrs Wordsmith,Educational Toys,15.0,0.0
Mt. Baker Vapor,e-Cigarettes & Vaporizers,6.0,0.0
Mudpuppy,Educational Toys,2.0,0.0
Mugler,Fragrance & Cologne,8.0,0.0
Mujjo,Electronics Accessories,9.0,0.0
Mujo,Food & Drink,5.0,0.0
Mukha Yoga,Accessories,8.0,0.0
MukkPet Bike,Cycling,3.0,0.0
MultiFi,Legal,10.0,0.0
Multiples Clothing,Women,10.0,0.0
Munch,Software,20.0,150.0
Munchkin,Babies & Kids,8.0,0.0
Municipal Apparel Company,Clothing & Apparel,5.0,0.0
Murad,Beauty & Cosmetics,25.0,0.0
Murray's Cheese,Food & Gourmet,6.0,0.0
Muru,Jewelry,5.0,0.0
Muse Headband,Personal Care,6.0,0.0
Musely,Health & Beauty,5.0,0.0
Mushroom Matrix (US),Animals & Pet Supplies,8.0,0.0
Mushroom Revival,Health & Beauty,15.0,0.0
Music and Arts,Musical Instruments & Accessories,5.0,0.0
MusicGurus,Musical Instruments & Accessories,10.0,0.0
Musicnotes,Musical Instruments & Accessories,7.0,0.0
Musictoday,Music,8.0,0.0
Mustad Fishing,Fishing,12.0,0.0
Mustard Made,Household,6.0,0.0
Mustela,Babies & Kids,7.0,0.0
Mutha,Personal Care,11.0,0.0
Muzzy,Education,0.0,25.0
My 1st Years,Babies & Kids,4.0,0.0
My Ask AI,B2B,30.0,0.0
My Choice Software,Software,5.0,0.0
My Face Swimsuit,Swimwear,5.0,0.0
My Fancy Feast,Animals & Pet Supplies,8.0,0.0
My Halo Ring Limited,Clothing & Apparel,10.0,0.0
My Happy Feet Socks,Underwear & Socks,0.0,15.0
My Immunity,Vitamins & Supplements,5.0,0.0
My Joy,Audio,14.0,0.0
My Layers,Personal Care,10.0,0.0
My Little Necklace,Clothing & Apparel,10.0,0.0
My Music Folders,Musical Instruments & Accessories,7.0,0.0
My Paint by Numbers,Arts & Crafts,15.0,0.0
My Perfume Shop,Fragrance & Cologne,7.5,0.0
My Pet Sensitivity,Animals & Pet Supplies,10.0,0.0
My Photo Wallet,Personalized gifts,10.0,0.0
My Shiny Jewel,Jewelry,8.0,0.0
My Signing Time,Babies & Kids,0.0,4.0
My Spotify Plaque,Home Decor,10.0,0.0
My Supplement Store,Vitamins & Supplements,15.0,0.0
My Wedding Favors,Weddings,7.0,0.0
MyChelle Dermaceuticals,Beauty & Cosmetics,8.0,0.0
MyCubanStore.com,Men,6.0,0.0
MyFaceBoxer,Gifts,5.0,0.0
MyFirst,Consumer Electronics,10.0,0.0
MyFonts,Advertising & Marketing,10.0,0.0
MyFreeScoreNow.com,Financial,0.0,60.0
MyGolfingStore INC,Golf,10.0,0.0
MyHeritage,Consumer Services,30.0,10.0
MyMemories,Hobbies & Creative Arts,15.0,0.0
MyOnlineFashionStore.com,Retail,25.0,0.0
MyOutDesk,Consumer Electronics,0.0,1000.0
MyPerfectResume,Software,0.0,5.0
MyPhysicianPlan,Health Care,10.0,0.0
MySmartMove.com,Household,40.0,0.0
MySoil,Yard & Garden,6.0,0.0
MyUTI,Health Care,6.0,0.0
Myaderm,CBD,0.0,30.0
Mylio Photos,Photo & Canvas Services,25.0,30.0
Mysterium,Internet Services,40.0,0.0
Mystery Hotel Budapest,Hotel,4.0,0.0
Mystic Labs,CBD,20.0,0.0
Mystichot,Accessories,25.0,0.0
Mytefl,Education,22.0,0.0
Mytheresa,Clothing & Apparel,5.0,0.0
Myvpro.com,e-Cigarettes & Vaporizers,15.0,3.0
Mywalit,Handbags & Wallets,8.0,0.0
Mālama Mushrooms,Vitamins & Supplements,15.0,1.0
MŌDA® Brush,Beauty & Cosmetics,15.0,0.0
N.Peal,Clothing & Apparel,10.0,0.0
N1O1,Health & Beauty,15.0,0.0
NAIPO,Health & Beauty,15.0,0.0
NAISIGOO,Health & Beauty,20.0,0.0
NANO SPIRIT,Jewelry,25.0,0.0
NASCARShop,Collectibles,6.0,0.0
NAVA,Beauty & Cosmetics,10.0,0.0
NBA Store,Clothing & Apparel,8.0,0.0
NCH,Financial,0.0,40.0
NEEMKING,Health Care,10.0,0.0
NEMO Equipment,Camping & Hiking,7.0,0.0
NEOSTRATA,Health & Beauty,15.0,0.0
NESTED BEAN INC.,Babies & Kids,12.0,0.0
NESTOUT,Outdoor Recreation,3.0,0.0
NET-A-PORTER,Clothing & Apparel,6.0,0.0
NF Sports,Vitamins & Supplements,20.0,0.0
NFLShop.com,Sporting Goods,8.0,0.7
NFSTRIKE,Sporting Goods,8.0,0.0
NFUSE,Personal Care,20.0,0.0
NGHIA NIPPERS (NAIL AND BEAUTY TOOLS,Beauty & Spas,8.0,0.0
NHLshop,Sporting Goods,8.0,0.0
NHR Science,Vitamins & Supplements,25.0,0.0
NICECNC,Vehicles & Parts,8.0,0.0
NIPYATA!,Alcohol / Beer,10.0,0.0
NIRA,Health & Beauty,5.0,0.0
NKASIOBI,Clothing & Apparel,10.0,0.0
NNOXX,Exercise & Fitness,10.0,0.0
NNormal,Shoes,8.0,0.0
NOBULL,Clothing & Apparel,4.0,0.0
NOGU,Jewelry,10.0,0.0
NOICE Care Botanical Toothpaste,,0.0,3.0
NOM Maternity,Maternity,20.0,0.0
NOMATIC.com,Luggage & Bags,15.0,0.0
NOOSH,Underwear & Socks,1.0,0.0
NORDIC HUB,Beauty & Cosmetics,5.0,0.0
NORMA KAMALI,Clothing & Apparel,10.0,0.0
NOVA3D,3D Printers,15.0,0.0
NOVICA,Clothing & Apparel,30.0,0.0
NSC Medical,Health Care,15.0,0.0
NU:YU,Health & Beauty,14.0,0.0
NUELE,Fragrance & Cologne,20.0,0.0
NY Giants Fan Shop,Clothing & Apparel,8.0,0.0
NYX Professional Makeup,Beauty & Cosmetics,8.0,0.0
Nadri,Jewelry,3.0,0.0
Naenka Tech,Audio,12.0,0.0
Nails Inc,Health & Beauty,8.0,0.0
Naio Nails,Beauty & Cosmetics,5.0,0.0
Naked Sundays,Health & Beauty,20.0,0.0
NakedWines.com,Wine,9.0,25.0
Nalgene,Household,10.0,0.0
Nambe,Kitchen & Dining,7.0,0.0
Name Necklace,Jewelry,18.0,0.0
Name Stories,Personalized gifts,20.0,0.0
NameRobot,B2B,50.0,0.0
Nana Jacqueline,Clothing & Apparel,3.0,0.0
Nancy Rose Performance,Clothing & Apparel,20.0,0.0
Nanit,Baby Safety,10.0,0.0
Nanny Lane,Baby Health,0.0,40.0
Nannybag,Travel,15.0,0.0
Nano Magic,Household,10.0,0.0
Nanobag,Luggage & Bags,5.0,0.0
Nantahala Outdoor Center,Outdoor Recreation,4.0,0.0
Nanushka,Clothing & Apparel,8.0,0.0
Naot Footwear,Shoes,10.0,0.0
NassifMD Skincare,Beauty & Cosmetics,10.0,0.0
National Academy of Sports Medicine,College,10.0,0.08
National Body Armor,Weapons,30.0,0.0
National Council on Strength and Fitness,Online Courses,15.0,0.0
National Personal Training Institute,Online Courses,0.0,500.0
National Vision,Contacts & Glasses,3.2,0.0
Native,Shoes,3.0,0.0
Native Camp,Online Courses,0.0,10.0
Native Campervans,Camping & Hiking,0.0,80.0
Native Pet,Animals & Pet Supplies,6.0,0.0
Native Union,Consumer Electronics,8.0,0.0
NativePath,Vitamins & Supplements,5.0,0.0
Natkina,Jewelry,20.0,0.0
Natori,Women,3.0,0.0
NatraCure,Health & Beauty,10.0,0.0
NatruSmile,Personal Care,3.0,0.0
Natura ,Health & Beauty,9.6,0.0
Natural Cycles,Personal Care,0.0,27.92
Natural Healthy Concepts,Vitamins & Supplements,10.0,0.0
Natural Plus Green Inc,Food & Drink,10.0,0.0
Natural Vitality,Vitamins & Supplements,10.0,0.0
Nature Clear,Vitamins & Supplements,15.0,0.0
Nature's Body,Vitamins & Supplements,10.0,0.0
Nature's Gem,CBD,15.0,0.0
Nature's Generator,Batteries,5.0,0.0
Nature's Mace,Yard & Garden,7.0,0.0
Nature's Skin And Body Food,Health & Beauty,18.0,0.0
Naturecan,CBD,15.0,0.0
Naturehike,Camping & Hiking,8.0,0.0
Naturevibe Botanicals,Food & Gourmet,30.0,0.0
Naturopathica,Beauty & Cosmetics,50.0,0.0
Nav,Financial,64.0,40.0
NavePoint,Computers & Accessories,5.0,0.0
Nayax Ltd,Financial,0.0,500.0
Neal's Yard Remedies,Beauty & Cosmetics,8.0,0.0
Near Zero,Camping & Hiking,4.0,0.0
NearHub,Video Game Consoles & Games,6.0,0.0
Nearly Natural,Home Decor,8.0,0.0
Neat,Clothing & Apparel,20.0,0.0
Nebo,Tools,15.0,0.0
Nebu,Clothing & Apparel,5.0,0.0
Nectar Brand LLC,Bed & Bath,12.0,0.0
Nectar Collector,CBD,10.0,0.0
Nectar Sunglasses,Sunglasses,8.0,0.0
Ned,Health & Beauty,2.0,0.0
Neewa,Dog Supplies,10.0,0.0
Negative Underwear,Clothing & Apparel,6.0,0.0
Nektony,Software,36.0,0.0
Neoballs,Toys,12.5,0.0
Neocell,Vitamins & Supplements,5.0,0.0
Neotec,Consumer Services,5.0,0.0
Neowing,Telephony,0.0,2.0
Nerdy Frames,Sunglasses,8.0,0.0
Nesco,Kitchen & Dining,5.0,0.0
Nestor Liquor,Liquor & Spirits,0.0,10.0
Neue Theory,Consumer Services,10.0,0.0
Neurogan,CBD,5.0,0.0
Neurogan Health,Vitamins & Supplements,3.0,0.0
Neutypechic,Home Decor,10.0,0.0
Neva Nude,Clothing & Apparel,25.0,0.0
New Business Filing,Consumer Services,0.0,125.0
New Directions Aromatics,Bed & Bath,8.0,0.0
New England Sports Network,Media,0.0,5.0
New Era Cap,Hats,6.5,0.0
New Mindset Who Dis,Personal Care,10.0,0.0
New Reach Education,Online Courses,10.0,0.0
New Scientist,Online Courses,20.0,5.0
New West KnifeWorks,Kitchen & Dining,8.0,0.0
New York Comedy Club,Event Tickets,4.5,0.0
New York Mets,Event Tickets,4.0,0.0
NewRuleFX.com,Arts & Entertainment,15.0,0.0
NewSmile,Personal Care,40.0,220.0
Newark,Consumer Electronics,4.5,0.0
Newegg Business,Computers & Accessories,1.0,0.0
Newspaper Subscription,Books & Magazines,20.0,0.0
Newspapers.com,Books & Magazines,20.0,0.0
Newton's First Clothing,Clothing & Apparel,20.0,0.0
Nexbelt,Belts,10.0,0.0
NexiGo,Consumer Electronics,15.0,0.0
Nexo,Financial,20.0,20.0
Next Round,Golf,2.4,0.0
Nexters,Advertising & Marketing,0.0,8.0
Nextevo,CBD,0.0,25.0
NexusTours,Travel,6.0,0.0
Niceboard,Software,50.0,0.0
Nicepairs,Shoes,18.0,0.0
Nicetown,Furniture,8.0,0.0
Niche Beauty Lab,Health & Beauty,10.0,0.0
Nick's Handmade Boots,Shoes,1.0,0.0
Nickel Designs Doormats,Home Decor,8.0,0.0
Nickey Kehoe,Household,5.0,0.0
Nicola's Marketplace,Food & Gourmet,10.0,0.0
NightCafe Studio,Arts & Entertainment,30.0,0.0
Niidor,Underwear & Socks,15.0,0.0
Nine West,Shoes,3.0,0.0
Ninetynine Dreams,Health & Beauty,10.0,0.0
"Ningbo Beidao E-commerce Co,Ltd",Clothing & Apparel,15.0,0.0
"Ningbo Ningshing Hench International Co., Ltd",Clothing & Apparel,10.0,0.0
Ninja Forms,B2B,20.0,0.0
Ninja Mountain Bike Performance,Cycling,10.0,0.0
Ninja Play Fitness,Exercise & Fitness,4.0,0.0
Niphean Outdoor,Boating & Water Sports,10.0,0.0
Nira CBD,CBD,20.0,0.0
Nitetronic,Bed & Bath,8.0,0.0
Nitrado,Video Game Consoles & Games,100.0,0.0
Niucoco,Health & Beauty,13.0,0.0
Nix Biosensors,Consumer Electronics,8.0,0.0
Nixon,Watches,5.0,0.0
No Name Hockey,Sporting Goods,10.0,0.0
No Particular Order,B2B,8.0,0.0
No! Jeans,Women,10.0,0.0
NoNetz,Clothing & Apparel,10.0,0.0
Noel Asmar Uniforms,Work Uniforms,10.0,0.0
Nolo.com,Legal,25.0,0.0
Nomad Internet,Internet Services,0.0,35.0
Nomad Lane,Luggage & Bags,0.0,5.0
Nomad Outdoor,Clothing & Apparel,3.0,0.0
Nomadica,Wine,10.0,0.0
NonnaLive,Online Courses,15.0,0.0
Nootopia,Vitamins & Supplements,20.0,0.0
NordLayer,B2B,30.0,0.0
NordPass,Software,46.15,0.0
Nordic Ways,Pool & Spa,0.0,20.0
Norlan,Kitchen & Dining,5.0,0.0
Norse Code,Food & Drink,30.0,0.0
North & Main Clothing Company,Women,5.0,0.0
North American Herb and Spice,Vitamins & Supplements,15.0,0.0
North Authentic,Health & Beauty,7.0,0.0
North Sails,Clothing & Apparel,6.0,0.0
NorthOne Business Banking,Household,0.0,100.0
NorthStyle,Clothing & Apparel,0.0,0.032
Northern Reflections,Clothing & Apparel,4.0,0.0
"Northport Loop Co., Ltd.",Bed & Bath,8.0,0.0
Nortvi,Luggage & Bags,12.0,0.0
Nosler,Weapons,5.0,0.0
Notarize,Legal Services,12.0,0.0
Notch,Hats,7.0,0.0
Noteworthy Scents,Fragrance & Cologne,3.0,0.0
Nothosaur,Sex Toys,10.0,0.0
Notional Finance,Financial,0.0,30.0
Notta,Software,30.0,0.0
Nourage,Beauty & Cosmetics,4.0,0.0
Nova Color,Arts & Crafts,5.0,0.0
"Novadore USA, Inc (Duradry)",Personal Care,24.0,0.0
Novilla,Bed & Bath,6.0,0.0
Noxgear,Outdoor Recreation,4.0,0.0
Noyz,Health & Beauty,12.0,0.0
Nu Sensuelle,Sex Toys,10.0,0.0
NuLeaf Naturals CBD Oil,CBD,15.0,0.0
NuMe,Health & Beauty,16.0,0.0
Nubia,Consumer Electronics,6.0,0.0
Nucific,Vitamins & Supplements,12.0,0.0
Nuclear-Coffee,Software,20.0,0.0
Nudco,Erotic,10.0,0.0
Nude Envie,Beauty & Cosmetics,10.0,0.0
Nudestix,Beauty & Cosmetics,20.0,0.0
Nuebiome,Beauty & Cosmetics,15.0,0.0
Nugnes 1920,Clothing & Apparel,10.0,0.0
Nui Organics,Clothing & Apparel,10.0,0.0
NumArt,Arts & Crafts,20.0,0.0
Numi,Women,8.0,0.0
Nuptio,Weddings,10.0,0.0
Nura Lyfe,Health & Beauty,20.0,0.0
Nursing Shoes,Shoes,10.0,0.0
Nurture Life,Box Subscriptions,29.6,0.0
NurtureLux,Bed & Bath,10.0,2.0
Nurx,Health Care,0.0,10.0
Nutra Remedies,Vitamins & Supplements,30.0,0.0
Nutricost,Vitamins & Supplements,15.0,0.0
Nutrient Survival,Food & Gourmet,5.0,0.0
Nuts.com,Snacks,10.0,0.0
Nuxe,Beauty & Cosmetics,10.0,0.0
Nécessaire,Personal Care,5.0,0.0
O&O Software,Software,40.0,0.0
O'Reilly,Education,4.8,0.0
O2VAPE,e-Cigarettes & Vaporizers,15.0,0.0
O3 Elixirs,Health & Beauty,6.0,0.0
O3 Waterworks LLC,Appliances,10.0,0.0
OAKYWOOD,Office,1.0,0.0
OCTAVIA MORGAN Los Angeles,Beauty & Cosmetics,15.0,0.0
OFX,Financial,20.0,0.0
OG Seeds,Cannabis,20.0,0.0
OGIO,Outdoor Recreation,8.0,0.0
OGL,Clothing & Apparel,10.0,0.0
OHWILL,Furniture,10.0,0.0
OIWAS SPORTS EQUIPMENT INC.,Luggage & Bags,30.0,0.0
OKAI,Outdoor Recreation,1.5,0.0
OLAPLEX,Personal Care,5.0,0.0
OMCgear,Outdoor Recreation,8.0,0.0
OMNITE OmniBreathe,Vitamins & Supplements,0.0,18.5
OMORPHO,Athletics,12.0,0.0
ONE30M,Clothing & Apparel,5.0,0.0
ONETEASPOON,Clothing & Apparel,10.0,0.0
ORTLIEB,Outdoor Recreation,7.0,0.0
ORZORZ,Projectors,10.0,0.0
OTE HOME,Household,5.0,0.0
OU&ME,Baby & Kids,15.0,0.0
OUKITEL,Consumer Electronics,13.0,0.0
OUTFITR,Vehicles & Parts,15.0,0.0
OXO,Household,5.0,0.0
OXOX CLUB,Baby & Kids,8.0,0.0
OYO  Rooms,Hotel,10.0,0.0
Oak Essentials,Health & Beauty,10.0,0.0
OakViva,Furniture,10.0,0.0
Oakley,Sunglasses,9.0,0.0
Oakley Standard Issue,Clothing & Apparel,7.0,0.0
"Oar Health, Inc",Vitamins & Supplements,0.0,5.0
OasisLamps,Lighting,5.0,0.0
Oberoi Hotels,Hotel,6.0,0.0
Obvious Wines,Wine,7.0,0.0
Ocelot Market,Clothing & Apparel,20.0,0.0
Ocufii,Consumer Electronics,5.0,0.0
OddsJam,Gambling,34.0,10.0
Ode à la Rose,Flowers,8.0,0.0
Odele Beauty,Personal Care,15.0,0.0
Odie Pet Insurance,Financial,0.0,25.0
OdinLake,Furniture,5.0,0.0
Off The Grid Surplus,Clothing & Apparel,3.0,0.0
Off-White,Clothing & Apparel,5.6,0.0
OffGrid,Luggage & Bags,10.0,0.0
"Offbeat1, Inc",Men,10.0,0.0
Offerpad,Financial,0.0,25.0
Official Band Shirts,Clothing & Apparel,10.0,0.0
Officine Generale Global,Clothing & Apparel,8.0,0.0
Ogee,Beauty & Cosmetics,3.0,0.0
OhMyPretty,Hair Accessories,8.0,0.0
Ohio State Team Shop,Clothing & Apparel,1.0,0.0
"Oka Brands, Inc.",Shoes,10.0,0.0
Oka-B,Shoes,10.0,0.0
Okoa Pet,Animals & Pet Supplies,20.0,0.0
Okuma,Outdoor Recreation,6.4,0.0
Olalily (US),Underwear & Socks,10.0,0.0
Old Row,Clothing & Apparel,10.0,0.0
Old Timer,Weapons,7.0,0.0
Old World Christmas,Christmas,6.0,0.0
Ole Henriksen,Health & Beauty,8.0,0.0
Olfactory NYC,Health & Beauty,10.0,0.0
Olive,Motor Vehicle Parts,10.0,0.0
Olive & Crate,Bed & Bath,10.0,0.0
Olive and June,Health & Beauty,15.0,0.0
OliveWigs,Accessories,20.0,0.0
Olivela,Clothing & Apparel,2.0,0.0
Oliver Cabell,Shoes,1.0,0.0
Oliver Gal,Home Decor,10.0,0.0
Oliveum,Consumer Services,30.0,0.0
Olivia by Livro,Women,15.0,0.0
Olivier Midy,Health & Beauty,10.0,0.0
Olivieri 1882,Food & Gourmet,10.0,0.0
Olle Gardens,Lawn & Garden,8.0,0.0
Ollie Jay,Baby & Kids,10.0,0.0
Ollie Pets,Animals & Pet Supplies,0.0,60.0
Olly,Vitamins & Supplements,16.0,0.0
Olofly,e-Cigarettes & Vaporizers,10.0,0.0
OlumiRing,Electronics Accessories,0.0,14.0
Olympus,Camera & Optics,3.0,0.0
Olynvolt,Exercise & Fitness,15.0,0.0
Om Mushrooms (US),Food & Drink,8.0,0.0
Omba,Furniture,15.0,0.0
Omega,Appliances,8.0,0.0
Omega Alpha,Animals & Pet Supplies,11.0,0.0
Omega Chair LLC,Furniture,5.0,0.0
Omega DataCube,Data Storage,0.0,37.0
Omega WiFi Amp,Consumer Electronics,0.0,28.5
Omidi Furniture,Furniture,10.0,0.0
Omne Diem,Vitamins & Supplements,25.0,0.0
Omni DataSafe,Data Storage,0.0,43.5
OmySalon,B2B,1.0,0.0
On Air,Media,5.0,0.0
On Air Parking,Travel,5.0,0.0
On Your 6 Designs,Weapons,12.0,0.0
OnPay,B2B,0.0,40.0
Oncali,CBD,30.0,0.0
Once Again Nut Butter,Dairy,15.0,0.0
Oncourt Offcourt,Sporting Goods,6.0,0.0
One Education,Education,30.0,0.0
One Skin,Health & Beauty,6.0,0.0
One Sol,Diet & Fitness,8.0,0.0
One Trick Pony,Food & Drink,20.0,0.0
One World Observatory,Event Tickets,10.0,0.0
OneClass,Education,0.0,3.2
OneGold,Financial,2.0,100.0
OneMoreHair,Hair Accessories,8.0,0.0
OnePlus,Telephony,8.0,0.0
Onebioshop.com,Health Care,10.0,0.0
Online Check Writer,Financial,30.0,5.0
Online Fabric Store,Arts & Crafts,2.4,0.0
Online StarMap,Gifts,20.0,0.0
Only Kids Hangers,Babies & Kids,8.0,0.0
Only Natural Pet,Animals & Pet Supplies,2.0,0.0
Onsen Towel,Bed & Bath,4.0,0.0
Ontaki,Personal Care,10.0,0.0
Oojo,Travel,0.0,15.0
Ooma,Telephony,0.0,200.0
Ooni,Kitchen & Dining,8.0,0.0
Opal Cool,Health & Beauty,8.0,0.0
Open Goaaal USA,Sporting Goods,5.0,0.0
OpenMity Romance,Gifts,10.0,0.0
OpenPhone,Software,16.0,0.0
Opencare,Health Care,0.0,50.0
Ophelia & Indigo,Accessories,10.0,0.0
Opinel,Household,2.0,0.0
OppLoans,Loans,0.0,75.0
Optics Force,Optics,6.0,0.0
Optimum Nutrition,Health & Beauty,8.0,0.0
OptoPrep,Contacts & Glasses,5.0,0.0
Oqq,Clothing & Apparel,10.0,0.0
Ora Organic,Vitamins & Supplements,15.0,0.0
Orage,Clothing & Apparel,15.0,0.0
Oralift Ltd,Health & Beauty,15.0,0.0
Orbitz,Travel,5.0,30.0
Orce Cosmetics,Beauty & Cosmetics,5.0,0.0
Orchard & Broome,Clothing & Apparel,10.0,0.0
Orchard Labs,Telephony,5.0,0.0
Orgain,Vitamins & Supplements,10.0,0.0
Organic Baby Food,Nursing & Feeding,10.0,0.0
Organic Ceutical,Hair Accessories,18.0,0.0
Organic Hemp,CBD,8.0,0.0
Organic Loven,Erotic,10.0,0.0
Organixx,Vitamins & Supplements,7.0,0.0
Orifice AI Incorporated,Sex Toys,0.0,40.0
Origin Mattress,Bed & Bath,20.0,0.0
Origin PC,Computers & Accessories,2.0,0.0
Origin Roasted,Beverages,0.0,8.0
Original BTC,Lighting,5.0,0.0
Original Resorts,Travel,4.0,0.0
Original Sprout,Health & Beauty,10.0,0.0
OrlandoVacation.com,Travel,5.0,0.0
Orlo Nutrition,Vitamins & Supplements,20.0,0.0
Orolay,Clothing & Apparel,12.0,0.0
Oroton,Handbags & Wallets,5.6,0.0
Orro Home General Trading LLC,Appliances,5.0,0.0
Orvis,Sporting Goods,1.0,0.0
Oscar Deen,Sunglasses,10.0,0.0
Oskar&Friends,Animals & Pet Supplies,10.0,0.0
Osmology,Health & Beauty,20.0,0.0
Osmosis,Beauty & Cosmetics,15.0,0.0
Osmotics Cosmeceuticals,Beauty & Cosmetics,18.0,0.0
Osprey,Luggage & Bags,1.0,0.0
Osuga,Erotic,20.0,0.0
Otafuku Foods,Food & Gourmet,15.0,0.0
Other Land,Gifts,5.0,0.0
Otofonix,Health & Wellness,15.0,0.0
Otra Eyewear,Sunglasses,10.0,0.0
OttLite,Household,8.0,0.0
Otter.ai,Software,25.0,12.8
Otticanet,Sunglasses,7.0,0.0
Our Heritage Homes (US),Consumer Services,2.0,0.0
Our Place,Kitchen & Dining,4.0,0.0
Our Recipe Tree,Food & Gourmet,17.5,0.0
OurRitual,Consumer Services,0.0,150.0
Out of the Woods,Handbags & Wallets,3.0,0.0
Out&Back Outdoor,Outdoor Recreation,8.0,0.0
Outdoor Edge,Tools,7.0,0.0
Outdoor Fellow,Household,7.0,0.0
Outdoor Gear Exchange,Outdoor Recreation,6.0,0.0
Outdoor Tech,Consumer Electronics,10.0,0.0
Outdoor Voices,Clothing & Apparel,2.0,0.0
Outer Impact,Weapons,7.0,0.0
Outin,Kitchen & Dining,10.0,0.0
Outland USA,Outdoor Recreation,2.4,0.0
Outschool,Education,10.0,0.0
OverHalfSale,Department Stores,10.0,0.0
OvercoatUSA,Clothing & Apparel,15.0,0.0
